Ensembl Gene ID (Human)	Ensembl Gene ID (Mouse)	Human Gene Symbol	PS score (P-value)	PS score (Z-score)	PG classification	Semantic similarity
ENSG00000087460	ENSMUSG00000027523	GNAS	0.10283067	1.265586	MPG	1.375288
ENSG00000198246	ENSMUSG00000020100	SLC29A3	0.102964882	1.264837	MPG	1.039386
ENSG00000164692	ENSMUSG00000029661	COL1A2	0.10371064	1.260688	MPG	1.374198
ENSG00000145331	ENSMUSG00000004127	TRMT10A	0.104458134	1.256551	MPG	1.065192
ENSG00000126218	ENSMUSG00000031444	F10	0.104656817	1.255455	MPG	1.064936
ENSG00000157119	ENSMUSG00000074001	KLHL40	0.10559152	1.250319	MPG	1.103493
ENSG00000168014	ENSMUSG00000047248	C2CD3	0.105662377	1.249931	MPG	1.063644
ENSG00000130164	ENSMUSG00000032193	LDLR	0.105852106	1.248893	MPG	1.500173
ENSG00000263761	ENSMUSG00000072625	GDF2	0.10591028	1.248575	MPG	1.151047
ENSG00000109738	ENSMUSG00000028020	GLRB	0.106939813	1.242968	MPG	1.498213
ENSG00000138823	ENSMUSG00000028158	MTTP	0.107048011	1.242381	MPG	1.232758
ENSG00000134853	ENSMUSG00000029231	PDGFRA	0.108029434	1.237076	MPG	1.381279
ENSG00000121966	ENSMUSG00000045382	CXCR4	0.108579841	1.234116	MPG	1.405938
ENSG00000157388	ENSMUSG00000015968	CACNA1D	0.108585057	1.234088	MPG	1.380588
ENSG00000184009	ENSMUSG00000062825	ACTG1	0.109170035	1.230954	MPG	1.032042
ENSG00000103197	ENSMUSG00000002496	TSC2	0.111359673	1.219329	MPG	1.364996
ENSG00000165195	ENSMUSG00000031381	PIGA	0.11193476	1.216303	MPG	0.893484
ENSG00000109929	ENSMUSG00000032018	SC5D	0.11209611	1.215456	MPG	1.364134
ENSG00000168267	ENSMUSG00000026735	PTF1A	0.112502985	1.213324	MPG	1.158917
ENSG00000130816	ENSMUSG00000004099	DNMT1	0.112740879	1.21208	MPG	1.158642
ENSG00000107485	ENSMUSG00000015619	GATA3	0.112808259	1.211728	MPG	1.440953
ENSG00000077279	ENSMUSG00000031285	DCX	0.113594615	1.207631	MPG	1.185628
ENSG00000125741	ENSMUSG00000052214	OPA3	0.113974886	1.205657	MPG	1.398818
ENSG00000197496	ENSMUSG00000027661	SLC2A10	0.113993595	1.20556	MPG	0.997648
ENSG00000232810	ENSMUSG00000024401	TNF	0.114107828	1.204968	MPG	1.439043
ENSG00000047457	ENSMUSG00000003617	CP	0.114546798	1.202697	MPG	1.398078
ENSG00000168610	ENSMUSG00000004040	STAT3	0.114670529	1.202058	MPG	1.156426
ENSG00000054983	ENSMUSG00000021003	GALC	0.114771094	1.201539	MPG	1.373066
ENSG00000103126	ENSMUSG00000024182	AXIN1	0.114784856	1.201468	MPG	1.438054
ENSG00000085276	ENSMUSG00000027684	MECOM	0.116944017	1.190403	MPG	1.434927
ENSG00000187742	ENSMUSG00000035139	SECISBP2	0.11795496	1.185272	MPG	1.132007
ENSG00000105991	ENSMUSG00000029844	HOXA1	0.118308296	1.183486	MPG	1.47854
ENSG00000112367	ENSMUSG00000038417	FIG4	0.118322556	1.183414	MPG	1.357004
ENSG00000107147	ENSMUSG00000058740	KCNT1	0.118425382	1.182895	MPG	0.784657
ENSG00000115085	ENSMUSG00000026117	ZAP70	0.118626461	1.181881	MPG	1.432519
ENSG00000187323	ENSMUSG00000060534	DCC	0.118892557	1.180541	MPG	1.43214
ENSG00000139352	ENSMUSG00000020052	ASCL1	0.119255243	1.178718	MPG	1.178683
ENSG00000185482	ENSMUSG00000040287	STAC3	0.119639268	1.176792	MPG	1.367347
ENSG00000164190	ENSMUSG00000022141	NIPBL	0.119908564	1.175444	MPG	1.355231
ENSG00000157184	ENSMUSG00000028607	CPT2	0.120499992	1.172491	MPG	0.991004
ENSG00000162599	ENSMUSG00000028565	NFIA	0.121078372	1.169613	MPG	1.365687
ENSG00000011198	ENSMUSG00000032540	ABHD5	0.121195369	1.169032	MPG	1.176356
ENSG00000177000	ENSMUSG00000029009	MTHFR	0.121202621	1.168996	MPG	1.018614
ENSG00000164120	ENSMUSG00000031613	HPGD	0.121833505	1.16587	MPG	0.90915
ENSG00000168621	ENSMUSG00000022144	GDNF	0.122228014	1.163921	MPG	1.364372
ENSG00000103089	ENSMUSG00000033579	FA2H	0.122436053	1.162895	MPG	1.364135
ENSG00000111252	ENSMUSG00000042594	SH2B3	0.122448227	1.162835	MPG	1.147755
ENSG00000188157	ENSMUSG00000041936	AGRN	0.122660795	1.161788	MPG	1.210996
ENSG00000134532	ENSMUSG00000041540	SOX5	0.123038043	1.159933	MPG	1.210495
ENSG00000188910	ENSMUSG00000042367	GJB3	0.123191615	1.159179	MPG	1.210291
ENSG00000181004	ENSMUSG00000051444	BBS12	0.123744482	1.15647	MPG	1.20956
ENSG00000136872	ENSMUSG00000028307	ALDOB	0.123875554	1.155829	MPG	1.146206
ENSG00000157764	ENSMUSG00000002413	BRAF	0.124519029	1.152689	MPG	1.350168
ENSG00000157911	ENSMUSG00000029047	PEX10	0.124605276	1.152269	MPG	1.145419
ENSG00000196739	ENSMUSG00000045672	COL27A1	0.124837528	1.151139	MPG	1.20812
ENSG00000213088	ENSMUSG00000037872	ACKR1	0.124889363	1.150887	MPG	1.010002
ENSG00000109132	ENSMUSG00000012520	PHOX2B	0.125008313	1.150309	MPG	1.384971
ENSG00000131055	ENSMUSG00000009876	COX4I2	0.125142792	1.149656	MPG	0.905561
ENSG00000121454	ENSMUSG00000026468	LHX4	0.126291499	1.144098	MPG	1.075683
ENSG00000118971	ENSMUSG00000000184	CCND2	0.126823054	1.141538	MPG	1.075013
ENSG00000130826	ENSMUSG00000031403	DKC1	0.126900841	1.141164	MPG	1.347604
ENSG00000178726	ENSMUSG00000074743	THBD	0.127181275	1.139817	MPG	1.382346
ENSG00000137601	ENSMUSG00000031644	NEK1	0.127877238	1.136483	MPG	1.346562
ENSG00000068305	ENSMUSG00000030557	MEF2A	0.128275249	1.134582	MPG	1.005161
ENSG00000149534	ENSMUSG00000024680	MS4A2	0.128321995	1.134359	MPG	0.867008
ENSG00000169814	ENSMUSG00000021900	BTD	0.128551493	1.133265	MPG	1.141217
ENSG00000077092	ENSMUSG00000017491	RARB	0.128657527	1.13276	MPG	1.38058
ENSG00000134516	ENSMUSG00000020143	DOCK2	0.128745129	1.132343	MPG	1.461625
ENSG00000164761	ENSMUSG00000063727	TNFRSF11B	0.129181236	1.13027	MPG	1.356595
ENSG00000144061	ENSMUSG00000027378	NPHP1	0.129534994	1.128592	MPG	1.009857
ENSG00000189056	ENSMUSG00000042453	RELN	0.129604432	1.128263	MPG	1.417367
ENSG00000139687	ENSMUSG00000022105	RB1	0.129726487	1.127685	MPG	1.379311
ENSG00000179477	ENSMUSG00000032807	ALOX12B	0.130003624	1.126374	MPG	1.034747
ENSG00000168000	ENSMUSG00000071657	BSCL2	0.130807107	1.122584	MPG	1.34347
ENSG00000065154	ENSMUSG00000030934	OAT	0.13116926	1.120881	MPG	1.199949
ENSG00000168137	ENSMUSG00000034269	SETD5	0.131427207	1.11967	MPG	1.354145
ENSG00000106397	ENSMUSG00000004846	PLOD3	0.132401001	1.115113	MPG	1.110583
ENSG00000120156	ENSMUSG00000006386	TEK	0.132848846	1.113025	MPG	1.238276
ENSG00000166068	ENSMUSG00000027351	SPRED1	0.133655352	1.109277	MPG	1.135914
ENSG00000197943	ENSMUSG00000034330	PLCG2	0.134415423	1.105759	MPG	1.35093
ENSG00000101126	ENSMUSG00000051149	ADNP	0.134617713	1.104825	MPG	0.767351
ENSG00000062038	ENSMUSG00000061048	CDH3	0.134773363	1.104107	MPG	0.767192
ENSG00000143815	ENSMUSG00000004880	LBR	0.135213229	1.102081	MPG	1.338908
ENSG00000091831	ENSMUSG00000019768	ESR1	0.136311079	1.097044	MPG	1.371645
ENSG00000158887	ENSMUSG00000056569	MPZ	0.136840698	1.094624	MPG	1.10639
ENSG00000141756	ENSMUSG00000001555	FKBP10	0.137594424	1.091191	MPG	1.001751
ENSG00000239900	ENSMUSG00000022407	ADSL	0.137642162	1.090974	MPG	0.867185
ENSG00000110195	ENSMUSG00000001827	FOLR1	0.137978407	1.089447	MPG	1.230918
ENSG00000013375	ENSMUSG00000056131	PGM3	0.138875587	1.085385	MPG	1.130632
ENSG00000115935	ENSMUSG00000075284	WIPF1	0.139583611	1.082192	MPG	1.445038
ENSG00000112210	ENSMUSG00000004768	RAB23	0.139588942	1.082168	MPG	1.334477
ENSG00000074181	ENSMUSG00000038146	NOTCH3	0.139735602	1.081508	MPG	1.33433
ENSG00000145912	ENSMUSG00000001056	NHP2	0.13997871	1.080415	MPG	0.782245
ENSG00000164099	ENSMUSG00000027978	PRSS12	0.141634436	1.073005	MPG	0.849344
ENSG00000083444	ENSMUSG00000019055	PLOD1	0.141679084	1.072806	MPG	0.970974
ENSG00000177189	ENSMUSG00000031309	RPS6KA3	0.141721497	1.072617	MPG	1.332352
ENSG00000156709	ENSMUSG00000036932	AIFM1	0.142109446	1.07089	MPG	1.331968
ENSG00000198569	ENSMUSG00000006469	SLC34A3	0.142148123	1.070718	MPG	0.74092
ENSG00000254585	ENSMUSG00000056972	MAGEL2	0.142315956	1.069972	MPG	1.342659
ENSG00000116675	ENSMUSG00000028528	DNAJC6	0.142656307	1.068461	MPG	0.910481
ENSG00000138796	ENSMUSG00000027984	HADH	0.14272981	1.068135	MPG	1.126818
ENSG00000128573	ENSMUSG00000029563	FOXP2	0.143711015	1.063794	MPG	1.438953
ENSG00000112992	ENSMUSG00000025453	NNT	0.144129419	1.061949	MPG	0.9836
ENSG00000087258	ENSMUSG00000031748	GNAO1	0.144583673	1.05995	MPG	1.362364
ENSG00000105372	ENSMUSG00000040952	RPS19	0.144849764	1.058781	MPG	0.738344
ENSG00000162992	ENSMUSG00000034701	NEUROD1	0.145452357	1.056139	MPG	1.436421
ENSG00000114480	ENSMUSG00000022707	GBE1	0.145792942	1.054649	MPG	1.339118
ENSG00000163104	ENSMUSG00000029920	SMARCAD1	0.145952676	1.053951	MPG	1.181876
ENSG00000147852	ENSMUSG00000024924	VLDLR	0.146130168	1.053176	MPG	1.338777
ENSG00000103522	ENSMUSG00000030745	IL21R	0.146735644	1.050537	MPG	1.36001
ENSG00000005073	ENSMUSG00000038210	HOXA11	0.147177905	1.048614	MPG	1.359528
ENSG00000196628	ENSMUSG00000053477	TCF4	0.14779783	1.045925	MPG	0.965573
ENSG00000183918	ENSMUSG00000005696	SH2D1A	0.147862713	1.045644	MPG	1.358785
ENSG00000121905	ENSMUSG00000028785	HPCA	0.147968044	1.045188	MPG	0.801996
ENSG00000111319	ENSMUSG00000030340	SCNN1A	0.148105096	1.044595	MPG	0.882306
ENSG00000094914	ENSMUSG00000036678	AAAS	0.148176544	1.044286	MPG	0.753932
ENSG00000140521	ENSMUSG00000039176	POLG	0.14869564	1.042044	MPG	1.325549
ENSG00000175198	ENSMUSG00000041650	PCCA	0.149171809	1.039992	MPG	0.964381
ENSG00000144452	ENSMUSG00000050296	ABCA12	0.149338429	1.039275	MPG	1.357192
ENSG00000128655	ENSMUSG00000075270	PDE11A	0.149508664	1.038543	MPG	0.752659
ENSG00000269335	ENSMUSG00000004221	IKBKG	0.149832512	1.037152	MPG	1.324461
ENSG00000182636	ENSMUSG00000033585	NDN	0.149963721	1.036589	MPG	1.094515
ENSG00000068724	ENSMUSG00000036918	TTC7A	0.150135364	1.035853	MPG	1.356336
ENSG00000165029	ENSMUSG00000015243	ABCA1	0.150264882	1.035298	MPG	1.334645
ENSG00000047597	ENSMUSG00000015342	XK	0.152451448	1.025976	MPG	1.084096
ENSG00000172922	ENSMUSG00000024925	RNASEH2C	0.152568615	1.025479	MPG	0.749763
ENSG00000114378	ENSMUSG00000010051	HYAL1	0.153726261	1.020582	MPG	0.795716
ENSG00000125877	ENSMUSG00000074797	ITPA	0.154059235	1.019178	MPG	1.14036
ENSG00000111669	ENSMUSG00000023456	TPI1	0.155047432	1.015023	MPG	0.985243
ENSG00000178537	ENSMUSG00000032602	SLC25A20	0.15590366	1.011437	MPG	1.114283
ENSG00000139197	ENSMUSG00000005069	PEX5	0.156004147	1.011017	MPG	0.958559
ENSG00000115665	ENSMUSG00000023945	SLC5A7	0.156400288	1.009363	MPG	1.138002
ENSG00000187091	ENSMUSG00000010660	PLCD1	0.156710189	1.008071	MPG	1.205521
ENSG00000118058	ENSMUSG00000002028	KMT2A	0.158618235	1.000153	MPG	1.326523
ENSG00000141349	ENSMUSG00000034793	G6PC3	0.15876005	0.999567	MPG	0.956258
ENSG00000198821	ENSMUSG00000005763	CD247	0.158943855	0.998808	MPG	1.417459
ENSG00000152422	ENSMUSG00000021615	XRCC4	0.158990858	0.998614	MPG	0.956067
ENSG00000170381	ENSMUSG00000063531	SEMA3E	0.159506305	0.996489	MPG	0.847358
ENSG00000066923	ENSMUSG00000036928	STAG3	0.159719837	0.99561	MPG	1.074963
ENSG00000123191	ENSMUSG00000006567	ATP7B	0.159846976	0.995087	MPG	1.315101
ENSG00000109099	ENSMUSG00000018217	PMP22	0.159895856	0.994886	MPG	1.315057
ENSG00000007312	ENSMUSG00000040592	CD79B	0.159993159	0.994486	MPG	1.165819
ENSG00000124615	ENSMUSG00000064120	MOCS1	0.160227087	0.993525	MPG	0.846736
ENSG00000151929	ENSMUSG00000030847	BAG3	0.160276773	0.993321	MPG	1.324944
ENSG00000153563	ENSMUSG00000053977	CD8A	0.160528528	0.992288	MPG	1.165225
ENSG00000170374	ENSMUSG00000060284	SP7	0.1609434	0.990588	MPG	0.979948
ENSG00000072274	ENSMUSG00000022797	TFRC	0.161122988	0.989853	MPG	1.133316
ENSG00000115107	ENSMUSG00000026389	STEAP3	0.16113252	0.989814	MPG	1.378242
ENSG00000008441	ENSMUSG00000001911	NFIX	0.162342737	0.984875	MPG	1.312829
ENSG00000186111	ENSMUSG00000034902	PIP5K1C	0.163513937	0.980118	MPG	1.196797
ENSG00000171772	ENSMUSG00000025480	SYCE1	0.163849289	0.97876	MPG	1.069895
ENSG00000136717	ENSMUSG00000024381	BIN1	0.164055462	0.977926	MPG	0.867548
ENSG00000187266	ENSMUSG00000006235	EPOR	0.164381629	0.976608	MPG	1.341514
ENSG00000113594	ENSMUSG00000054263	LIFR	0.164610542	0.975684	MPG	1.082053
ENSG00000166123	ENSMUSG00000031700	GPT2	0.164651441	0.975519	MPG	1.031548
ENSG00000160299	ENSMUSG00000001151	PCNT	0.165124613	0.973612	MPG	1.310323
ENSG00000101680	ENSMUSG00000032796	LAMA1	0.165395463	0.972522	MPG	1.320137
ENSG00000173757	ENSMUSG00000020919	STAT5B	0.16571663	0.971231	MPG	1.194023
ENSG00000135318	ENSMUSG00000032420	NT5E	0.166918281	0.966415	MPG	1.066182
ENSG00000147257	ENSMUSG00000055653	GPC3	0.167380867	0.964567	MPG	1.406134
ENSG00000115170	ENSMUSG00000026836	ACVR1	0.167817927	0.962824	MPG	1.317896
ENSG00000197859	ENSMUSG00000036040	ADAMTSL2	0.167962521	0.962248	MPG	0.717516
ENSG00000019549	ENSMUSG00000022676	SNAI2	0.169133511	0.957595	MPG	1.336757
ENSG00000139618	ENSMUSG00000041147	BRCA2	0.169417922	0.956468	MPG	1.316427
ENSG00000180176	ENSMUSG00000000214	TH	0.169979821	0.954245	MPG	1.335919
ENSG00000109705	ENSMUSG00000049691	NKX3-2	0.170273503	0.953085	MPG	1.315645
ENSG00000119699	ENSMUSG00000021253	TGFB3	0.170727576	0.951294	MPG	1.305357
ENSG00000248099	ENSMUSG00000079019	INSL3	0.171385335	0.948705	MPG	1.060855
ENSG00000111537	ENSMUSG00000055170	IFNG	0.171534947	0.948117	MPG	1.30465
ENSG00000165060	ENSMUSG00000059363	FXN	0.173790166	0.939293	MPG	0.96883
ENSG00000185499	ENSMUSG00000042784	MUC1	0.174362305	0.937066	MPG	0.858504
ENSG00000136861	ENSMUSG00000039298	CDK5RAP2	0.17438648	0.936972	MPG	1.363309
ENSG00000139318	ENSMUSG00000019960	DUSP6	0.174428922	0.936807	MPG	1.18328
ENSG00000169919	ENSMUSG00000025534	GUSB	0.174929196	0.934864	MPG	1.301702
ENSG00000187486	ENSMUSG00000096146	KCNJ11	0.174973783	0.934691	MPG	1.301663
ENSG00000165699	ENSMUSG00000026812	TSC1	0.176709231	0.927979	MPG	1.30017
ENSG00000172409	ENSMUSG00000027079	CLP1	0.177029733	0.926744	MPG	1.309557
ENSG00000125656	ENSMUSG00000002660	CLPP	0.178534089	0.920966	MPG	1.358786
ENSG00000163877	ENSMUSG00000050213	SNIP1	0.178840994	0.919791	MPG	0.726335
ENSG00000185000	ENSMUSG00000022555	DGAT1	0.179272788	0.91814	MPG	1.357988
ENSG00000106804	ENSMUSG00000026874	C5	0.179911608	0.915702	MPG	0.940185
ENSG00000132024	ENSMUSG00000036686	CC2D1A	0.179961715	0.915511	MPG	1.144493
ENSG00000197208	ENSMUSG00000020334	SLC22A4	0.180372085	0.913948	MPG	0.80355
ENSG00000142949	ENSMUSG00000033295	PTPRF	0.180786462	0.912372	MPG	1.049927
ENSG00000170266	ENSMUSG00000045594	GLB1	0.180957277	0.911723	MPG	1.068964
ENSG00000131089	ENSMUSG00000025656	ARHGEF9	0.181073931	0.91128	MPG	1.01473
ENSG00000158874	ENSMUSG00000005681	APOA2	0.18109948	0.911183	MPG	0.938844
ENSG00000040531	ENSMUSG00000005949	CTNS	0.18120934	0.910766	MPG	0.938415
ENSG00000171551	ENSMUSG00000026247	ECEL1	0.18146136	0.90981	MPG	0.962441
ENSG00000179085	ENSMUSG00000042737	DPM3	0.181722838	0.908819	MPG	0.767192
ENSG00000155974	ENSMUSG00000034813	GRIP1	0.181846403	0.908351	MPG	1.295802
ENSG00000181090	ENSMUSG00000036893	EHMT1	0.182241476	0.906856	MPG	1.29547
ENSG00000121897	ENSMUSG00000029199	LIAS	0.182308916	0.906601	MPG	1.091106
ENSG00000213619	ENSMUSG00000005510	NDUFS3	0.182972515	0.904095	MPG	0.704969
ENSG00000118193	ENSMUSG00000041498	KIF14	0.184776761	0.89731	MPG	1.302755
ENSG00000119684	ENSMUSG00000021245	MLH3	0.185115433	0.896041	MPG	0.89886
ENSG00000037474	ENSMUSG00000021595	NSUN2	0.185455827	0.894767	MPG	1.29278
ENSG00000088682	ENSMUSG00000031782	COQ9	0.185487642	0.894648	MPG	1.110447
ENSG00000136244	ENSMUSG00000025746	IL6	0.185688769	0.893896	MPG	1.32082
ENSG00000164885	ENSMUSG00000028969	CDK5	0.186620204	0.89042	MPG	1.109431
ENSG00000074582	ENSMUSG00000026172	BCS1L	0.186874195	0.889474	MPG	1.064412
ENSG00000111676	ENSMUSG00000004263	ATN1	0.187294314	0.887911	MPG	0.978977
ENSG00000213689	ENSMUSG00000049734	TREX1	0.188489572	0.883476	MPG	1.290268
ENSG00000105227	ENSMUSG00000053198	PRX	0.188700812	0.882694	MPG	1.063025
ENSG00000105409	ENSMUSG00000040907	ATP1A3	0.188748375	0.882518	MPG	1.290055
ENSG00000198814	ENSMUSG00000025059	GK	0.188822166	0.882245	MPG	0.956467
ENSG00000142731	ENSMUSG00000025758	PLK4	0.188990897	0.881621	MPG	0.956331
ENSG00000167548	ENSMUSG00000048154	KMT2D	0.189065288	0.881346	MPG	0.932504
ENSG00000171302	ENSMUSG00000025575	CANT1	0.190446255	0.876253	MPG	0.698961
ENSG00000172893	ENSMUSG00000058454	DHCR7	0.191242979	0.873325	MPG	1.288009
ENSG00000198836	ENSMUSG00000038084	OPA1	0.191301017	0.873112	MPG	1.287962
ENSG00000064601	ENSMUSG00000017760	CTSA	0.191384959	0.872804	MPG	1.1052
ENSG00000127980	ENSMUSG00000005907	PEX1	0.191408129	0.872719	MPG	1.060983
ENSG00000147955	ENSMUSG00000036078	SIGMAR1	0.191522642	0.872299	MPG	0.715807
ENSG00000113263	ENSMUSG00000020395	ITK	0.191575549	0.872105	MPG	1.315368
ENSG00000131697	ENSMUSG00000039577	NPHP4	0.192591255	0.868387	MPG	1.104139
ENSG00000113966	ENSMUSG00000022722	ARL6	0.192644617	0.868192	MPG	1.060057
ENSG00000151914	ENSMUSG00000026131	DST	0.192898688	0.867264	MPG	1.295811
ENSG00000171298	ENSMUSG00000025579	GAA	0.192958951	0.867044	MPG	1.29576
ENSG00000111670	ENSMUSG00000035311	GNPTAB	0.193073207	0.866627	MPG	1.286519
ENSG00000065361	ENSMUSG00000018166	ERBB3	0.193459025	0.86522	MPG	1.313646
ENSG00000139174	ENSMUSG00000036158	PRICKLE1	0.193609146	0.864673	MPG	1.342878
ENSG00000106483	ENSMUSG00000021319	SFRP4	0.193863719	0.863746	MPG	0.973325
ENSG00000104763	ENSMUSG00000031591	ASAH1	0.194162765	0.862658	MPG	1.285636
ENSG00000168040	ENSMUSG00000031077	FADD	0.194841607	0.860192	MPG	1.129555
ENSG00000181555	ENSMUSG00000044791	SETD2	0.195096337	0.859268	MPG	1.080642
ENSG00000151148	ENSMUSG00000029577	UBE3B	0.195267098	0.858649	MPG	0.927943
ENSG00000174775	ENSMUSG00000025499	HRAS	0.195453134	0.857975	MPG	1.284594
ENSG00000171723	ENSMUSG00000047454	GPHN	0.195546193	0.857638	MPG	1.000686
ENSG00000122025	ENSMUSG00000042817	FLT3	0.19659433	0.853849	MPG	1.369515
ENSG00000142319	ENSMUSG00000021609	SLC6A3	0.199815062	0.842282	MPG	1.290037
ENSG00000156110	ENSMUSG00000039197	ADK	0.201163093	0.837474	MPG	0.946763
ENSG00000104369	ENSMUSG00000042686	JPH1	0.201543699	0.83612	MPG	0.725
ENSG00000175595	ENSMUSG00000022545	ERCC4	0.201551012	0.836094	MPG	0.690296
ENSG00000064012	ENSMUSG00000026029	CASP8	0.201967257	0.834615	MPG	1.075191
ENSG00000119661	ENSMUSG00000042523	DNAL1	0.203582761	0.828892	MPG	0.881333
ENSG00000079805	ENSMUSG00000033335	DNM2	0.204314415	0.826309	MPG	1.277548
ENSG00000198793	ENSMUSG00000028991	MTOR	0.204354399	0.826168	MPG	1.331997
ENSG00000110090	ENSMUSG00000024900	CPT1A	0.204935689	0.82412	MPG	0.705128
ENSG00000244038	ENSMUSG00000028757	DDOST	0.206495348	0.818642	MPG	0.878658
ENSG00000175745	ENSMUSG00000069171	NR2F1	0.206888788	0.817264	MPG	1.091858
ENSG00000108784	ENSMUSG00000001751	NAGLU	0.207373057	0.81557	MPG	1.283863
ENSG00000177045	ENSMUSG00000040841	SIX5	0.207401665	0.81547	MPG	1.020782
ENSG00000138829	ENSMUSG00000024598	FBN2	0.208070904	0.813133	MPG	1.048791
ENSG00000124253	ENSMUSG00000027513	PCK1	0.20837143	0.812085	MPG	1.300352
ENSG00000182054	ENSMUSG00000030541	IDH2	0.208395529	0.812001	MPG	0.774199
ENSG00000203883	ENSMUSG00000046470	SOX18	0.208559101	0.811431	MPG	1.274238
ENSG00000179583	ENSMUSG00000022504	CIITA	0.208761232	0.810727	MPG	1.282744
ENSG00000117322	ENSMUSG00000026616	CR2	0.208812932	0.810547	MPG	1.355193
ENSG00000213281	ENSMUSG00000027852	NRAS	0.210363678	0.80516	MPG	0.917196
ENSG00000185900	ENSMUSG00000037251	POMK	0.210435809	0.80491	MPG	1.047108
ENSG00000101152	ENSMUSG00000000826	DNAJC5	0.210993725	0.802978	MPG	1.298074
ENSG00000164751	ENSMUSG00000040374	PEX2	0.211492886	0.801252	MPG	1.271973
ENSG00000008196	ENSMUSG00000025927	TFAP2B	0.212009547	0.799468	MPG	1.087584
ENSG00000134250	ENSMUSG00000027878	NOTCH2	0.21242567	0.798033	MPG	1.271256
ENSG00000172379	ENSMUSG00000015709	ARNT2	0.213195954	0.795381	MPG	0.93764
ENSG00000158445	ENSMUSG00000050556	KCNB1	0.213489741	0.794371	MPG	0.904167
ENSG00000138675	ENSMUSG00000029337	FGF5	0.213661177	0.793782	MPG	1.014259
ENSG00000142186	ENSMUSG00000024941	SCYL1	0.213698734	0.793653	MPG	1.295741
ENSG00000188389	ENSMUSG00000026285	PDCD1	0.214839813	0.78974	MPG	1.294762
ENSG00000005884	ENSMUSG00000001507	ITGA3	0.215074999	0.788935	MPG	1.065092
ENSG00000055208	ENSMUSG00000015755	TAB2	0.215233724	0.788392	MPG	0.870761
ENSG00000007908	ENSMUSG00000026582	SELE	0.215544064	0.787331	MPG	1.136629
ENSG00000108395	ENSMUSG00000018548	TRIM37	0.215780282	0.786524	MPG	1.27715
ENSG00000178394	ENSMUSG00000021721	HTR1A	0.216600158	0.783727	MPG	1.011235
ENSG00000101210	ENSMUSG00000016349	EEF1A2	0.216614537	0.783678	MPG	1.06393
ENSG00000100906	ENSMUSG00000021025	NFKBIA	0.217471832	0.78076	MPG	1.292516
ENSG00000164494	ENSMUSG00000038240	PDSS2	0.219427846	0.774127	MPG	1.317291
ENSG00000184675	ENSMUSG00000050332	AMER1	0.219676274	0.773287	MPG	1.265751
ENSG00000171456	ENSMUSG00000042548	ASXL1	0.219829847	0.772768	MPG	1.265635
ENSG00000187616	ENSMUSG00000009214	TMEM8C	0.220346946	0.771022	MPG	0.866228
ENSG00000141655	ENSMUSG00000026321	TNFRSF11A	0.221067481	0.768593	MPG	1.264706
ENSG00000168542	ENSMUSG00000026043	COL3A1	0.221621031	0.76673	MPG	1.060183
ENSG00000152700	ENSMUSG00000020386	SAR1B	0.22209558	0.765135	MPG	0.838862
ENSG00000006283	ENSMUSG00000020866	CACNA1G	0.222796411	0.762783	MPG	1.078772
ENSG00000072364	ENSMUSG00000049470	AFF4	0.222933327	0.762324	MPG	0.930476
ENSG00000084674	ENSMUSG00000020609	APOB	0.223196256	0.761443	MPG	1.07845
ENSG00000182923	ENSMUSG00000032534	CEP63	0.224598928	0.756753	MPG	1.337401
ENSG00000136634	ENSMUSG00000016529	IL10	0.224633085	0.756639	MPG	1.337364
ENSG00000198689	ENSMUSG00000060681	SLC9A6	0.224927736	0.755656	MPG	1.037029
ENSG00000135697	ENSMUSG00000031845	BCO1	0.225901666	0.752412	MPG	0.891711
ENSG00000107099	ENSMUSG00000052085	DOCK8	0.226032445	0.751977	MPG	1.076176
ENSG00000177119	ENSMUSG00000064210	ANO6	0.226261938	0.751214	MPG	1.125357
ENSG00000172175	ENSMUSG00000032688	MALT1	0.226409689	0.750723	MPG	0.972695
ENSG00000112365	ENSMUSG00000019826	ZBTB24	0.226897563	0.749103	MPG	0.816899
ENSG00000135218	ENSMUSG00000002944	CD36	0.227849414	0.745948	MPG	1.333828
ENSG00000169306	ENSMUSG00000052372	IL1RAPL1	0.227928257	0.745687	MPG	0.703809
ENSG00000133019	ENSMUSG00000046159	CHRM3	0.228397403	0.744135	MPG	1.283352
ENSG00000175920	ENSMUSG00000044716	DOK7	0.228730851	0.743033	MPG	0.904712
ENSG00000110719	ENSMUSG00000001750	TCIRG1	0.229418273	0.740764	MPG	1.266575
ENSG00000011275	ENSMUSG00000045078	RNF216	0.23352508	0.727287	MPG	0.699497
ENSG00000174233	ENSMUSG00000022994	ADCY6	0.233533961	0.727258	MPG	0.994251
ENSG00000168685	ENSMUSG00000003882	IL7R	0.234512915	0.724065	MPG	1.278331
ENSG00000101204	ENSMUSG00000027577	CHRNA4	0.234650144	0.723618	MPG	1.326442
ENSG00000135341	ENSMUSG00000028284	MAP3K7	0.234667953	0.72356	MPG	1.09266
ENSG00000115275	ENSMUSG00000030036	MOGS	0.235782201	0.719936	MPG	0.921289
ENSG00000140968	ENSMUSG00000041515	IRF8	0.23581853	0.719818	MPG	1.301943
ENSG00000095585	ENSMUSG00000061132	BLNK	0.236514006	0.717561	MPG	1.301305
ENSG00000130635	ENSMUSG00000026837	COL5A1	0.238125273	0.712346	MPG	0.919644
